Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons,
26-08-14,78717,Irrigation - Multi-Family,4616300,
30-04-14,78719,Multi-Family,371900,
21-03-17,78719,Residential,1235900,
12-02-17,78721,Irrigation - Multi-Family,88200,
10-08-12,78721,Multi-Family,4047300,
17-04-16,78721,Irrigation - Residential,3300,
29-04-17,78721,Residential,11540200,
13-04-18,78722,Residential,7145500,
29-04-16,78722,Irrigation - Multi-Family,81300,
19-04-12,78722,Irrigation - Residential,,
19-11-19,78722,Multi-Family,2499100,
28-07-17,78723,Irrigation - Multi-Family,400300,
16-10-09,78723,Residential,30096900,
07-04-19,78723,Multi-Family,21962200,
01-08-13,78723,Irrigation - Residential,13900,
21-07-15,78724,Irrigation - Multi-Family,166600,
20-12-08,78724,Multi-Family,9647100,
25-06-12,78724,Irrigation - Residential,15500,
01-12-16,78724,Residential,17652400,
17-07-10,78725,Residential,2753000,
18-04-13,78725,Irrigation - Residential,,
31-03-15,78725,Multi-Family,141000,
20-07-15,78726,Multi-Family,12834100,
04-06-14,78726,Irrigation - Residential,10200,
05-12-16,78726,Irrigation - Multi-Family,2798900,
04-08-09,78726,Residential,15307300,
10-09-13,78727,Irrigation - Multi-Family,4550700,
20-08-18,78727,Residential,31064800,
09-08-10,78727,Multi-Family,21294700,
24-03-14,78727,Irrigation - Residential,11100,
17-06-16,78728,Irrigation - Multi-Family,731700,
25-08-18,78728,Multi-Family,8278700,
17-05-18,78728,Irrigation - Residential,6100,
11-02-13,78728,Residential,5035300,
25-01-12,78729,Irrigation - Residential,7200,
05-06-14,78729,Multi-Family,19483800,
31-07-09,78729,Residential,19510500,
02-02-11,78729,Irrigation - Multi-Family,2659100,
29-05-18,78730,Multi-Family,4586300,
15-08-17,78730,Irrigation - Residential,63900,
21-12-10,78730,Residential,18779100,
17-07-16,78730,Irrigation - Multi-Family,337200,
30-10-16,78731,Irrigation - Residential,421500,
21-05-13,78731,Irrigation - Multi-Family,517900,
14-06-18,78731,Multi-Family,17365600,
10-03-19,78731,Residential,51342300,
03-12-19,78732,Residential,454000,
24-12-17,78733,Residential,45800,
26-05-11,78735,Irrigation - Multi-Family,2154700,
06-06-09,78735,Multi-Family,9005600,
09-05-14,78735,Residential,15602700,
11-02-15,78736,Multi-Family,2993100,
22-08-19,78736,Irrigation - Residential,6000,
15-12-15,78736,Irrigation - Multi-Family,477000,
20-11-13,78736,Residential,10689100,
09-08-13,78737,Residential,6165200,
21-07-18,78737,Irrigation - Residential,3200,
16-05-12,78738,Residential,800,
21-08-19,78739,Irrigation - Multi-Family,,
02-03-13,78739,Residential,36045900,
23-03-19,78741,Multi-Family,70224700,
04-01-09,78741,Irrigation - Residential,48900,
31-10-16,78741,Irrigation - Multi-Family,1822900,
31-05-09,78741,Residential,16843000,
05-06-11,78742,Irrigation - Multi-Family,114100,
07-09-16,78742,Multi-Family,668900,
17-05-11,78742,Residential,523500,
06-04-15,78744,Irrigation - Multi-Family,1846800,
09-06-16,78744,Multi-Family,31017500,
18-12-13,78744,Residential,46640300,
25-12-16,78744,Irrigation - Residential,46200,
27-01-18,78745,Residential,62445900,
05-03-13,78745,Irrigation - Multi-Family,2098700,
30-03-16,78745,Irrigation - Residential,60700,
23-04-18,78745,Multi-Family,32168200,
24-02-09,78746,Irrigation - Multi-Family,436200,
15-12-19,78746,Multi-Family,12113800,
08-02-13,78746,Irrigation - Residential,312000,
23-08-17,78746,Residential,34899300,
20-02-11,78747,Irrigation - Multi-Family,383700,
04-01-17,78747,Irrigation - Residential,14900,
11-12-11,78747,Residential,23094000,
21-11-09,78747,Multi-Family,7371200,
05-10-15,78748,Multi-Family,20997000,
18-06-14,78748,Residential,57943100,
02-10-17,78748,Irrigation - Multi-Family,4547800,
21-02-09,78748,Irrigation - Residential,23200,
23-05-13,78749,Residential,49712000,
02-04-11,78749,Multi-Family,17131400,
12-05-18,78749,Irrigation - Residential,18200,
25-05-11,78749,Irrigation - Multi-Family,2515000,
31-12-17,78750,Irrigation - Residential,30400,
18-04-16,78750,Residential,44734000,
13-09-14,78750,Irrigation - Multi-Family,1234900,
13-08-17,78750,Multi-Family,14423900,
05-03-09,78751,Multi-Family,12438800,
06-12-14,78751,Irrigation - Multi-Family,488400,
09-02-14,78751,Irrigation - Residential,24800,
15-09-13,78751,Residential,14552000,
01-10-09,78752,Residential,11201000,
04-09-13,78752,Irrigation - Multi-Family,41100,
15-06-16,78752,Multi-Family,16624800,
28-06-19,78753,Irrigation - Residential,2000,
08-10-18,78753,Multi-Family,46012900,
24-06-09,78753,Residential,36122600,
31-03-14,78753,Irrigation - Multi-Family,3358000,
11-06-19,78754,Multi-Family,15421600,
26-11-14,78754,Irrigation - Multi-Family,1078400,
06-05-18,78754,Residential,19882000,
10-06-14,78754,Irrigation - Residential,13500,
31-01-18,78756,Irrigation - Residential,59000,
02-02-10,78756,Residential,9730100,
08-10-13,78756,Multi-Family,6369600,
03-10-18,78756,Irrigation - Multi-Family,314700,
13-05-10,78757,Multi-Family,13349000,
17-07-12,78757,Irrigation - Multi-Family,329700,
30-12-11,78757,Residential,28772100,
30-08-18,78757,Irrigation - Residential,42400,
10-02-17,78758,Irrigation - Residential,31100,
07-02-17,78758,Multi-Family,51701100,
25-04-09,78758,Residential,35113200,
24-09-10,78758,Irrigation - Multi-Family,2341900,
26-03-17,78759,Irrigation - Multi-Family,1047400,
26-06-09,78759,Multi-Family,31143300,
03-01-09,78759,Residential,52500100,
07-11-14,78759,Irrigation - Residential,66700,
09-12-12,78613,Irrigation - Multi-Family,1600000,
07-12-11,78613,Multi-Family,2613800,
22-03-13,78617,Irrigation - Multi-Family,5600,
01-09-13,78617,Irrigation - Residential,4700,
18-05-19,78617,Multi-Family,3842500,
02-03-19,78617,Residential,19103000,
05-07-12,78652,Multi-Family,25400,
27-05-14,78652,Residential,3535400,
05-09-16,78652,Irrigation - Residential,85400,
15-12-12,78653,Residential,2745000,
27-10-15,78653,Irrigation - Residential,24900,
23-06-10,78653,Multi-Family,186300,
04-01-18,78660,Residential,9910600,
12-02-11,78660,Irrigation - Multi-Family,1712300,
13-06-14,78660,Irrigation - Residential,29200,
13-11-17,78660,Multi-Family,4431000,
29-04-12,78701,Residential,955800,
07-09-18,78701,Irrigation - Multi-Family,445300,
27-07-16,78701,Irrigation - Residential,73600,
27-06-11,78701,Multi-Family,14462100,
12-07-19,78702,Residential,25230800,
01-02-09,78702,Irrigation - Multi-Family,953800,
25-10-18,78702,Irrigation - Residential,14700,
27-09-18,78702,Multi-Family,10118200,
05-10-13,78703,Multi-Family,13971300,
09-07-16,78703,Irrigation - Residential,1305200,
13-12-18,78703,Residential,57073000,
18-10-09,78703,Irrigation - Multi-Family,568600,
19-04-15,78704,Irrigation - Residential,230900,
26-06-09,78704,Multi-Family,50872300,
03-01-09,78704,Irrigation - Multi-Family,3796800,
07-11-14,78704,Residential,47815800,
09-12-12,78705,Residential,8862100,
07-12-11,78705,Irrigation - Residential,51600,
22-03-13,78705,Multi-Family,37193100,
01-09-13,78705,Irrigation - Multi-Family,512700,
18-05-19,78717,Irrigation - Multi-Family,5926300,
02-03-19,78717,Multi-Family,12483000,
05-07-12,78717,Irrigation - Residential,51000,
27-05-14,78717,Residential,42621200,
05-09-16,78719,Multi-Family,385900,
15-12-12,78719,Residential,1671500,
27-10-15,78721,Irrigation - Multi-Family,94500,
23-06-10,78721,Irrigation - Residential,18500,
04-01-18,78721,Multi-Family,4032200,
12-02-11,78721,Residential,13075200,
13-06-14,78722,Multi-Family,3787800,
13-11-17,78722,Irrigation - Residential,,
29-04-12,78722,Residential,8746300,
07-09-18,78722,Irrigation - Multi-Family,51900,
27-07-16,78723,Multi-Family,21908700,
27-06-11,78723,Irrigation - Multi-Family,430300,
12-07-19,78723,Residential,33414500,
01-02-09,78723,Irrigation - Residential,9200,
25-10-18,78724,Irrigation - Multi-Family,158100,
27-09-18,78724,Multi-Family,13424000,
05-10-13,78724,Irrigation - Residential,20100,
09-07-16,78724,Residential,19182200,
13-12-18,78725,Irrigation - Residential,,
18-10-09,78725,Multi-Family,146300,
19-04-15,78725,Residential,2956900,
06-02-18,78726,Multi-Family,12816200,
30-06-14,78726,Residential,19964200,
21-05-17,78726,Irrigation - Residential,34500,
21-01-10,78726,Irrigation - Multi-Family,3815500,
30-01-13,78727,Residential,38280900,
28-04-19,78727,Irrigation - Residential,11100,
27-07-11,78727,Irrigation - Multi-Family,6739500,
05-09-19,78727,Multi-Family,21871400,
07-06-16,78728,Irrigation - Residential,8300,
02-07-10,78728,Irrigation - Multi-Family,2958200,
01-03-15,78728,Multi-Family,8730400,
24-12-09,78728,Residential,5917300,
02-05-14,78729,Multi-Family,20149300,
01-09-10,78729,Irrigation - Multi-Family,3167200,
29-08-16,78729,Residential,22193500,
27-11-17,78729,Irrigation - Residential,6800,
26-09-15,78730,Irrigation - Residential,142600,
02-09-09,78730,Irrigation - Multi-Family,941600,
18-11-09,78730,Residential,26596600,
09-06-15,78730,Multi-Family,5118200,
24-03-11,78731,Multi-Family,18604500,
26-09-16,78731,Residential,66271500,
29-12-15,78731,Irrigation - Multi-Family,566800,
12-08-15,78731,Irrigation - Residential,575600,
03-10-14,78732,Residential,689600,
21-10-16,78733,Residential,53100,
15-05-18,78735,Residential,23445100,
09-01-15,78735,Irrigation - Multi-Family,3167000,
26-04-19,78735,Multi-Family,12477100,
10-03-10,78736,Multi-Family,2918900,
12-05-10,78736,Irrigation - Multi-Family,742800,
22-06-16,78736,Irrigation - Residential,17700,
18-07-18,78736,Residential,14208000,
28-09-13,78737,Irrigation - Residential,6500,
04-06-10,78737,Residential,8179900,
14-12-13,78738,Residential,1000,
07-02-13,78739,Irrigation - Multi-Family,,
01-05-14,78739,Residential,40214500,
20-03-14,78741,Irrigation - Residential,43500,
27-03-12,78741,Residential,16547500,
15-07-09,78741,Irrigation - Multi-Family,2570900,
27-12-13,78741,Multi-Family,69660900,
13-03-18,78742,Multi-Family,729700,
26-09-19,78742,Irrigation - Multi-Family,100200,
09-10-19,78742,Residential,477300,
20-10-14,78744,Multi-Family,29133400,
10-05-10,78744,Irrigation - Multi-Family,2931600,
13-08-16,78744,Residential,47508100,
30-08-14,78744,Irrigation - Residential,64300,
19-01-13,78745,Irrigation - Multi-Family,3146900,
02-08-11,78745,Multi-Family,29860600,
22-07-16,78745,Residential,69950800,
26-01-19,78745,Irrigation - Residential,53000,
17-08-19,78746,Multi-Family,11633200,
28-11-12,78746,Irrigation - Residential,506600,
25-03-11,78746,Irrigation - Multi-Family,902200,
12-05-16,78746,Residential,48085800,
13-10-19,78747,Irrigation - Multi-Family,644400,
14-06-19,78747,Residential,24957900,
12-04-19,78747,Multi-Family,7289600,
02-05-10,78747,Irrigation - Residential,14200,
22-09-10,78748,Multi-Family,22125600,
04-12-17,78748,Irrigation - Multi-Family,5626800,
26-05-12,78748,Residential,64325500,
29-09-18,78748,Irrigation - Residential,20000,
26-07-17,78749,Irrigation - Residential,23000,
29-01-14,78749,Multi-Family,17269400,
30-12-16,78749,Residential,62944300,
21-04-17,78749,Irrigation - Multi-Family,3870100,
26-05-09,78750,Irrigation - Multi-Family,1747000,
12-01-16,78750,Irrigation - Residential,49300,
20-01-11,78750,Multi-Family,16022100,
29-03-13,78750,Residential,59861600,
18-08-17,78751,Residential,15581300,
16-09-11,78751,Multi-Family,12711400,
18-02-12,78751,Irrigation - Multi-Family,664000,
26-02-16,78751,Irrigation - Residential,67200,
06-02-13,78752,Multi-Family,15669800,
13-04-17,78752,Irrigation - Multi-Family,53400,
19-11-17,78752,Residential,11183600,
04-01-15,78753,Irrigation - Multi-Family,4442500,
27-08-19,78753,Residential,40825900,
04-01-12,78753,Multi-Family,47184600,
24-11-10,78753,Irrigation - Residential,800,
29-12-13,78754,Irrigation - Multi-Family,1576800,
25-05-15,78754,Irrigation - Residential,35200,
16-07-12,78754,Multi-Family,15561600,
25-09-10,78754,Residential,23166800,
02-12-19,78756,Multi-Family,6555900,
12-04-18,78756,Residential,11739700,
25-08-09,78756,Irrigation - Residential,71500,
09-02-09,78756,Irrigation - Multi-Family,653000,
19-09-18,78757,Residential,33830400,
24-09-12,78757,Irrigation - Residential,51600,
12-07-11,78757,Multi-Family,13710500,
08-06-17,78757,Irrigation - Multi-Family,463400,
21-04-16,78758,Multi-Family,52616600,
07-10-15,78758,Residential,40229700,
06-09-14,78758,Irrigation - Multi-Family,3493800,
16-11-15,78758,Irrigation - Residential,36800,
30-07-17,78759,Multi-Family,34665300,
02-10-15,78759,Irrigation - Multi-Family,1336700,
21-10-12,78759,Irrigation - Residential,114000,
22-10-17,78759,Residential,69079400,
07-02-15,78613,Multi-Family,2744400,
10-02-15,78613,Irrigation - Multi-Family,1881600,
01-12-15,78617,Irrigation - Residential,8000,
17-09-09,78617,Multi-Family,3877300,
31-08-12,78617,Irrigation - Multi-Family,6500,
10-02-19,78617,Residential,20632200,
26-04-09,78652,Irrigation - Residential,105500,
28-02-11,78652,Residential,4122300,
08-09-14,78652,Multi-Family,15800,
25-11-11,78653,Irrigation - Residential,16200,
21-04-12,78653,Residential,2936800,
25-12-08,78653,Irrigation - Multi-Family,49300,
24-09-18,78653,Multi-Family,152300,
08-12-12,78660,Irrigation - Residential,26300,
08-07-18,78660,Residential,10802100,
27-01-16,78660,Irrigation - Multi-Family,2972100,
30-06-19,78660,Multi-Family,4651900,
22-04-14,78701,Irrigation - Multi-Family,495200,
23-01-17,78701,Residential,1021500,
09-11-09,78701,Multi-Family,15253100,
09-03-09,78701,Irrigation - Residential,96400,
04-03-18,78702,Multi-Family,11925600,
02-04-17,78702,Irrigation - Residential,3400,
30-01-09,78702,Residential,26068800,
02-01-16,78702,Irrigation - Multi-Family,1175600,
12-12-13,78703,Multi-Family,14143700,
23-09-09,78703,Irrigation - Residential,1427700,
18-11-16,78703,Irrigation - Multi-Family,776800,
06-11-10,78703,Residential,59552900,
27-01-09,78704,Irrigation - Multi-Family,4505500,
06-04-09,78704,Multi-Family,51698100,
19-10-19,78704,Residential,48618400,
16-10-18,78704,Irrigation - Residential,202300,
16-06-14,78705,Irrigation - Multi-Family,597700,
04-03-19,78705,Residential,9475300,
26-08-12,78705,Multi-Family,32324000,
04-03-12,78705,Irrigation - Residential,115200,
12-07-16,78717,Irrigation - Multi-Family,7329900,
07-04-09,78717,Irrigation - Residential,43400,
30-12-15,78717,Multi-Family,13698800,
28-07-18,78717,Residential,43069400,
10-10-10,78719,Multi-Family,462900,
06-08-10,78719,Residential,1627500,
06-05-11,78721,Irrigation - Multi-Family,151100,
09-08-12,78721,Multi-Family,4323100,
13-11-14,78721,Residential,14039600,
22-04-12,78721,Irrigation - Residential,5400,
11-12-15,78722,Irrigation - Multi-Family,132000,
03-12-11,78722,Multi-Family,3025000,
07-02-12,78722,Irrigation - Residential,,
12-05-17,78722,Residential,8213200,
26-07-12,78723,Irrigation - Residential,13400,
30-05-17,78723,Irrigation - Multi-Family,487200,
27-11-18,78723,Residential,35413100,
19-11-13,78723,Multi-Family,22662300,
25-02-13,78724,Irrigation - Multi-Family,185000,
26-03-18,78724,Irrigation - Residential,22200,
09-05-19,78724,Multi-Family,12474400,
09-05-18,78724,Residential,21391000,
21-10-17,78725,Irrigation - Residential,,
07-09-11,78725,Residential,3011800,
06-02-16,78725,Multi-Family,188700,
31-08-10,78726,Residential,21849600,
02-06-18,78726,Multi-Family,13063200,
29-11-12,78726,Irrigation - Multi-Family,4446300,
01-03-10,78726,Irrigation - Residential,77000,
11-03-13,78727,Irrigation - Multi-Family,6508800,
27-04-13,78727,Irrigation - Residential,12200,
01-03-19,78727,Multi-Family,24852000,
16-08-13,78727,Residential,39851100,
30-01-18,78728,Residential,6283000,
23-01-11,78728,Irrigation - Residential,10600,
18-12-15,78728,Multi-Family,9119400,
23-12-08,78728,Irrigation - Multi-Family,2798900,
18-03-17,78729,Residential,24698900,
15-08-09,78729,Irrigation - Residential,8600,
18-02-19,78729,Multi-Family,21863100,
30-12-08,78729,Irrigation - Multi-Family,4216700,
23-10-18,78730,Irrigation - Multi-Family,1193800,
10-08-14,78730,Multi-Family,5465400,
17-03-18,78730,Irrigation - Residential,149000,
10-05-16,78730,Residential,28610500,
10-02-13,78731,Irrigation - Multi-Family,868300,
02-04-18,78731,Multi-Family,19608700,
11-02-10,78731,Irrigation - Residential,493800,
13-12-11,78731,Residential,66901300,
18-11-15,78732,Residential,793800,
24-09-13,78733,Residential,47900,
01-12-10,78735,Irrigation - Multi-Family,3529800,
20-08-19,78735,Residential,21387600,
16-08-18,78735,Multi-Family,11194800,
04-09-15,78736,Irrigation - Multi-Family,1066800,
15-10-09,78736,Multi-Family,3425900,
21-02-18,78736,Irrigation - Residential,22500,
23-01-19,78736,Residential,13798500,
02-08-16,78737,Irrigation - Residential,9300,
08-09-10,78737,Residential,8314800,
17-10-16,78738,Residential,1300,
15-09-16,78739,Residential,52777100,
01-01-09,78739,Irrigation - Multi-Family,82700,
01-07-18,78741,Irrigation - Residential,55000,
02-10-12,78741,Irrigation - Multi-Family,3170400,
22-01-12,78741,Residential,19081600,
20-06-10,78741,Multi-Family,77345500,
15-08-18,78742,Residential,630900,
16-07-19,78742,Multi-Family,544100,
15-06-19,78742,Irrigation - Multi-Family,111300,
23-04-13,78744,Irrigation - Multi-Family,2936600,
08-12-19,78744,Multi-Family,31348400,
08-07-19,78744,Residential,48868200,
04-03-13,78744,Irrigation - Residential,45500,
13-10-17,78745,Irrigation - Residential,44700,
09-11-11,78745,Multi-Family,32732600,
12-11-18,78745,Residential,71256100,
25-07-18,78745,Irrigation - Multi-Family,5270400,
13-07-13,78746,Irrigation - Multi-Family,1170500,
09-03-13,78746,Multi-Family,11797300,
06-12-13,78746,Residential,46830400,
14-09-16,78746,Irrigation - Residential,492800,
09-08-14,78747,Multi-Family,7702800,
20-01-18,78747,Irrigation - Multi-Family,908600,
09-06-13,78747,Irrigation - Residential,18200,
01-11-12,78747,Residential,27242500,
07-06-09,78748,Residential,64574600,
06-10-09,78748,Irrigation - Residential,23700,
17-03-15,78748,Multi-Family,22123200,
14-04-09,78748,Irrigation - Multi-Family,9721600,
30-01-17,78749,Residential,66798000,
23-08-09,78749,Irrigation - Residential,29400,
11-05-14,78749,Irrigation - Multi-Family,5597000,
23-09-13,78749,Multi-Family,19841200,
09-08-16,78750,Irrigation - Residential,39000,
05-11-12,78750,Residential,64175900,
17-06-15,78750,Irrigation - Multi-Family,1582800,
10-02-09,78750,Multi-Family,16377600,
21-11-14,78751,Residential,16180500,
27-12-17,78751,Irrigation - Multi-Family,795400,
28-04-10,78751,Multi-Family,13784600,
11-01-17,78751,Irrigation - Residential,99800,
06-07-13,78752,Multi-Family,16896800,
20-12-09,78752,Residential,12215000,
30-12-17,78752,Irrigation - Multi-Family,82500,
29-07-16,78753,Multi-Family,53822900,
18-08-15,78753,Irrigation - Multi-Family,5511500,
04-09-11,78753,Residential,43070400,
04-10-16,78753,Irrigation - Residential,100,
03-02-14,78754,Residential,24465800,
12-10-13,78754,Multi-Family,18698100,
23-07-15,78754,Irrigation - Residential,61500,
27-05-19,78754,Irrigation - Multi-Family,2806900,
19-03-13,78756,Residential,11874600,
09-09-14,78756,Irrigation - Residential,166600,
03-01-10,78756,Irrigation - Multi-Family,748000,
21-10-18,78756,Multi-Family,6810300,
16-10-13,78757,Irrigation - Multi-Family,728400,
28-04-11,78757,Irrigation - Residential,80900,
03-08-19,78757,Residential,35289300,
03-06-10,78757,Multi-Family,14172500,
22-01-17,78758,Residential,40863800,
14-05-11,78758,Irrigation - Multi-Family,4332100,
26-06-14,78758,Multi-Family,57121900,
23-12-12,78758,Irrigation - Residential,48900,
23-12-15,78759,Irrigation - Residential,127600,
13-01-14,78759,Multi-Family,36300600,
14-12-15,78759,Residential,74333900,
19-05-15,78759,Irrigation - Multi-Family,1135800,
07-08-15,78613,Irrigation - Multi-Family,3313000,
19-04-09,78613,Multi-Family,3044400,
05-12-15,78617,Multi-Family,4766500,
04-02-13,78617,Irrigation - Residential,10100,
04-12-08,78617,Residential,22257400,
22-12-10,78617,Irrigation - Multi-Family,10600,
22-07-13,78652,Irrigation - Residential,90100,
22-03-19,78652,Residential,4961300,
17-06-17,78652,Multi-Family,107000,
06-05-12,78653,Multi-Family,293600,
04-05-15,78653,Irrigation - Residential,20500,
13-04-12,78653,Irrigation - Multi-Family,47800,
06-02-14,78653,Residential,3507300,
12-11-19,78660,Residential,12122400,
07-09-14,78660,Multi-Family,4704600,
10-04-15,78660,Irrigation - Multi-Family,3091900,
21-01-14,78660,Irrigation - Residential,28400,
25-04-14,78701,Irrigation - Residential,100800,
03-03-10,78701,Multi-Family,13408400,
11-03-18,78701,Residential,1091300,
13-04-19,78701,Irrigation - Multi-Family,609400,
26-10-13,78702,Residential,28429800,
05-01-19,78702,Irrigation - Multi-Family,1285800,
22-07-18,78702,Multi-Family,12851400,
23-12-13,78702,Irrigation - Residential,900,
10-02-16,78703,Irrigation - Residential,1741100,
10-06-10,78703,Multi-Family,14103400,
02-12-16,78703,Irrigation - Multi-Family,978400,
30-04-12,78703,Residential,74002600,
19-06-18,78704,Irrigation - Multi-Family,5249200,
27-10-09,78704,Irrigation - Residential,366500,
17-01-09,78704,Multi-Family,57285400,
24-04-13,78704,Residential,59871000,
16-11-09,78705,Irrigation - Multi-Family,858600,
28-11-16,78705,Residential,10874700,
23-09-11,78705,Irrigation - Residential,134500,
17-07-14,78705,Multi-Family,31685200,
21-05-10,78717,Residential,59159800,
30-12-10,78717,Irrigation - Residential,63300,
27-04-11,78717,Irrigation - Multi-Family,7774800,
26-10-10,78717,Multi-Family,12652300,
21-03-18,78719,Residential,1698000,
17-05-09,78719,Multi-Family,336700,
05-07-09,78721,Multi-Family,4575000,
31-05-18,78721,Irrigation - Multi-Family,268800,
26-03-15,78721,Irrigation - Residential,7400,
21-07-12,78721,Residential,15495600,
30-07-15,78722,Irrigation - Residential,2900,
11-11-14,78722,Irrigation - Multi-Family,231200,
02-11-09,78722,Residential,10772000,
03-11-12,78722,Multi-Family,3174300,
19-10-18,78723,Irrigation - Residential,9200,
05-01-18,78723,Irrigation - Multi-Family,590600,
27-01-13,78723,Multi-Family,23801200,
20-04-19,78723,Residential,41361400,
19-03-17,78724,Irrigation - Residential,50700,
15-08-10,78724,Residential,23306000,
26-08-16,78724,Multi-Family,12384800,
16-06-18,78724,Irrigation - Multi-Family,421200,
30-05-09,78725,Multi-Family,233100,
06-04-12,78725,Residential,3830000,
07-10-17,78725,Irrigation - Residential,,
03-09-19,78726,Irrigation - Residential,64100,
26-12-09,78726,Multi-Family,13940300,
05-03-10,78726,Residential,29533000,
10-02-10,78726,Irrigation - Multi-Family,6986700,
12-12-19,78727,Irrigation - Multi-Family,8489500,
10-04-14,78727,Irrigation - Residential,13100,
26-08-19,78727,Multi-Family,23727800,
10-07-10,78727,Residential,50510800,
03-08-18,78728,Irrigation - Multi-Family,3744800,
10-07-09,78728,Irrigation - Residential,11600,
12-05-12,78728,Multi-Family,9556000,
25-10-09,78728,Residential,7379100,
05-07-10,78729,Irrigation - Multi-Family,5203700,
11-02-18,78729,Residential,31546500,
27-12-11,78729,Irrigation - Residential,10900,
03-12-14,78729,Multi-Family,22187400,
10-01-12,78730,Multi-Family,4977600,
28-12-09,78730,Irrigation - Residential,224000,
05-05-19,78730,Residential,41085100,
15-01-15,78730,Irrigation - Multi-Family,1436200,
10-04-13,78731,Irrigation - Residential,735300,
06-09-13,78731,Multi-Family,18769300,
16-09-15,78731,Irrigation - Multi-Family,1274100,
17-09-17,78731,Residential,88053000,
03-05-09,78732,Residential,855300,
15-04-10,78733,Residential,79300,
21-07-09,78735,Multi-Family,11917900,
08-05-17,78735,Irrigation - Multi-Family,4728000,
13-01-15,78735,Residential,30940800,
15-08-14,78736,Multi-Family,2401900,
14-01-11,78736,Irrigation - Residential,18300,
20-08-09,78736,Residential,21819400,
08-09-11,78736,Irrigation - Multi-Family,1252000,
28-12-15,78737,Irrigation - Residential,7900,
25-06-13,78737,Residential,14380500,
09-12-14,78738,Residential,1000,
21-11-17,78739,Irrigation - Multi-Family,112700,
24-11-16,78739,Residential,68819800,
23-11-14,78741,Irrigation - Multi-Family,3508700,
21-02-14,78741,Multi-Family,76438500,
20-10-12,78741,Irrigation - Residential,52000,
17-12-08,78741,Residential,20767800,
20-12-17,78742,Multi-Family,564700,
16-05-15,78742,Residential,638100,
03-06-11,78742,Irrigation - Multi-Family,128500,
07-08-19,78744,Irrigation - Residential,51900,
12-04-15,78744,Multi-Family,33108600,
10-05-19,78744,Irrigation - Multi-Family,4284400,
09-02-15,78744,Residential,56374300,
05-03-15,78745,Irrigation - Residential,75500,
17-02-13,78745,Residential,83504500,
20-04-15,78745,Irrigation - Multi-Family,6589400,
11-12-14,78745,Multi-Family,32811200,
17-09-11,78746,Irrigation - Residential,717900,
14-03-17,78746,Irrigation - Multi-Family,1199300,
09-12-16,78746,Multi-Family,14374800,
11-02-19,78746,Residential,63456900,
10-06-11,78747,Irrigation - Multi-Family,2779200,
08-03-19,78747,Multi-Family,8229300,
14-11-12,78747,Irrigation - Residential,19900,
31-07-14,78747,Residential,32273100,
09-12-11,78748,Irrigation - Residential,29300,
08-05-14,78748,Multi-Family,25405400,
29-04-10,78748,Residential,82140700,
27-08-17,78748,Irrigation - Multi-Family,11276300,
10-12-15,78749,Irrigation - Multi-Family,6542200,
11-12-10,78749,Multi-Family,18627900,
19-08-18,78749,Irrigation - Residential,30400,
25-01-18,78749,Residential,91641900,
06-08-16,78750,Multi-Family,15325200,
07-07-13,78750,Residential,90355200,
21-01-17,78750,Irrigation - Residential,80400,
14-08-16,78750,Irrigation - Multi-Family,2160900,
23-01-10,78751,Irrigation - Residential,134400,
25-12-14,78751,Multi-Family,12409100,
07-02-09,78751,Irrigation - Multi-Family,649800,
19-07-09,78751,Residential,18788700,
22-03-14,78752,Residential,14157200,
15-07-13,78752,Multi-Family,18687300,
18-09-14,78752,Irrigation - Multi-Family,75200,
14-10-15,78753,Residential,50344200,
04-02-11,78753,Irrigation - Multi-Family,5263200,
25-03-14,78753,Irrigation - Residential,12500,
27-06-13,78753,Multi-Family,50634600,
11-01-13,78754,Multi-Family,17793900,
24-04-10,78754,Irrigation - Residential,31500,
04-05-16,78754,Residential,29893800,
06-05-09,78754,Irrigation - Multi-Family,3367500,
21-11-13,78756,Multi-Family,7291200,
15-01-12,78756,Irrigation - Residential,73500,
30-06-12,78756,Irrigation - Multi-Family,796700,
12-12-14,78756,Residential,15261500,
18-08-16,78757,Irrigation - Multi-Family,822700,
29-11-15,78757,Multi-Family,15912900,
22-07-09,78757,Residential,45799300,
31-10-19,78757,Irrigation - Residential,80000,
29-04-18,78758,Multi-Family,58475400,
22-03-12,78758,Irrigation - Multi-Family,4672700,
18-10-15,78758,Irrigation - Residential,55800,
05-08-17,78758,Residential,46746100,
15-11-10,78759,Irrigation - Multi-Family,1727000,
29-05-13,78759,Residential,94695200,
03-04-15,78759,Irrigation - Residential,191400,
18-05-16,78759,Multi-Family,37722800,
24-12-11,78613,Multi-Family,3119400,
18-08-18,78613,Irrigation - Multi-Family,4550300,
13-01-17,78617,Residential,22337500,
06-06-10,78617,Irrigation - Multi-Family,7700,
19-07-15,78617,Irrigation - Residential,3400,
20-07-14,78617,Multi-Family,4424400,
08-02-16,78652,Irrigation - Residential,107500,
28-01-19,78652,Multi-Family,24300,
23-05-17,78652,Residential,5413800,
31-10-14,78653,Irrigation - Residential,18900,
05-03-16,78653,Multi-Family,196200,
12-02-12,78653,Residential,3055000,
22-07-10,78653,Irrigation - Multi-Family,12100,
27-11-13,78660,Residential,12090600,
14-04-15,78660,Irrigation - Residential,31000,
